,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year
8537,Volleyball,atlanta-1996,volleyball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8540,Canoe Sprint,atlanta-1996,K1 1000m kayak single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8550,Canoe Sprint,atlanta-1996,K2 500m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8551,Canoe Sprint,atlanta-1996,K2 500m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/daniele-scarpa,Daniele SCARPA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8569,Canoe Sprint,atlanta-1996,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8570,Canoe Sprint,atlanta-1996,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/daniele-scarpa,Daniele SCARPA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8577,Canoe Sprint,atlanta-1996,K1 500m kayak single women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8584,Canoe Sprint,atlanta-1996,K1 500m kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8593,Cycling Mountain Bike,atlanta-1996,cross-country women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/paola-pezzo,Paola PEZZO,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8601,Archery,atlanta-1996,team FITA Olympic round  70m men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8632,Cycling Track,atlanta-1996,Points Race men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/silvio-martinello,Silvio MARTINELLO,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8635,Cycling Track,atlanta-1996,individual pursuit women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/antonella-bellutti,Antonella BELLUTTI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8644,Cycling Track,atlanta-1996,Individual Pursuit men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/andrea-collinelli,Andrea COLLINELLI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8663,Cycling Road,atlanta-1996,individual road race women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/imelda-chiappa,Imelda CHIAPPA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8700,Fencing,atlanta-1996,sabre team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8701,Fencing,atlanta-1996,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alessandro-puccini,Alessandro PUCCINI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8708,Fencing,atlanta-1996,épée team women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8717,Fencing,atlanta-1996,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/maria-valentina-vezzali,Maria Valentina VEZZALI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8718,Fencing,atlanta-1996,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanna-trillini,Giovanna TRILLINI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8719,Fencing,atlanta-1996,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8722,Fencing,atlanta-1996,foil team women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8782,Rowing,atlanta-1996,double sculls 2x men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/davide-tizzano,Davide TIZZANO,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8783,Rowing,atlanta-1996,double sculls 2x men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/agostino-abbagnale,Agostino ABBAGNALE,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8823,Sailing,atlanta-1996,board Mistral women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/alessandra-sensini,Alessandra SENSINI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8833,Gymnastics Artistic,atlanta-1996,rings men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/juri-chechi,Juri CHECHI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8936,Athletics,atlanta-1996,10000m walk women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elisabetta-perrone,Elisabetta PERRONE,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8961,Athletics,atlanta-1996,5000m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/roberta-brunet,Roberta BRUNET,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9000,Athletics,atlanta-1996,3000m steeplechase men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/alessandro-lambruschini,Alessandro LAMBRUSCHINI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9017,Athletics,atlanta-1996,long jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/fiona-may,Fiona MAY,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9075,Swimming,atlanta-1996,200m backstroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/emanuele-merisi,Emanuele MERISI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9171,Shooting,atlanta-1996,50m pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/roberto-di-donna,Roberto DI DONNA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9178,Shooting,atlanta-1996,10m air pistol 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/roberto-di-donna,Roberto DI DONNA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9184,Shooting,atlanta-1996,skeet (125 targets) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ennio-falco,Ennio FALCO,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9186,Shooting,atlanta-1996,skeet (125 targets) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andrea-benelli,Andrea BENELLI,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9197,Shooting,atlanta-1996,double trap 150 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/albano-pera,Albano PERA,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9309,Water Polo,atlanta-1996,water polo men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
9560,Wrestling,barcelona-1992,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/vincenzo-maenza,Vincenzo MAENZA,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9607,Canoe Slalom,barcelona-1992,K1 kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/pierpaolo-ferrazzi,Pierpaolo FERRAZZI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9668,Canoe Sprint,barcelona-1992,K2 500m kayak double men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9669,Canoe Sprint,barcelona-1992,K2 500m kayak double men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/bruno-dreossi,Bruno DREOSSI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9761,Athletics,barcelona-1992,20km walk men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanni-de-benedictis,Giovanni DE BENEDICTIS,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9850,Rowing,barcelona-1992,pair-oared shell with coxswain men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9875,Rowing,barcelona-1992,Quadruple Sculls Men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9905,Cycling Road,barcelona-1992,individual road race men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/fabio-casartelli,Fabio CASARTELLI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
9912,Cycling Road,barcelona-1992,team time trial men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10032,Judo,barcelona-1992,61  66kg middleweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/emanuela-pierantozzi,Emanuela PIERANTOZZI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10089,Fencing,barcelona-1992,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/giovanna-trillini,Giovanna TRILLINI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10095,Fencing,barcelona-1992,foil team women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10108,Fencing,barcelona-1992,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/marco-marin,Marco MARIN,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10124,Modern Pentathlon,barcelona-1992,team competition men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10157,Shooting,barcelona-1992,trap (125 targets) mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/marco-venturini,Marco VENTURINI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10163,Shooting,barcelona-1992,skeet (125 targets) mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/bruno-mario-rossetti,Bruno Mario ROSSETTI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10230,Cycling Track,barcelona-1992,Points Race men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giovanni-lombardi,Giovanni LOMBARDI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10265,Swimming,barcelona-1992,400m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/luca-sacchi,Luca SACCHI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10316,Swimming,barcelona-1992,200m backstroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/stefano-battistelli,Stefano BATTISTELLI,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10347,Water Polo,barcelona-1992,water polo men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,barcelona-1992,1992-08-09T18:00:00Z,1992-07-25T06:00:00Z,Spain,Barcelona 1992,Summer,1992
10632,Athletics,seoul-1988,marathon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gelindo-bordin,Gelindo BORDIN,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10666,Athletics,seoul-1988,10000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/salvatore-antibo,Salvatore ANTIBO,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10673,Athletics,seoul-1988,20km walk men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/maurizio-damilano,Maurizio DAMILANO,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10777,Fencing,seoul-1988,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/stefano-cerioni,Stefano CERIONI,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10781,Fencing,seoul-1988,foil team women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10791,Fencing,seoul-1988,sabre team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10797,Fencing,seoul-1988,sabre individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanni-scalzo,Giovanni SCALZO,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10858,Rowing,seoul-1988,Quadruple Sculls Men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
10890,Rowing,seoul-1988,pair-oared shell with coxswain men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,seoul-1988,1988-10-02T10:00:00Z,1988-09-16T22:00:00Z,Republic of Korea,Seoul 1988,Summer,1988
