,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year
19186,Cycling Track,amsterdam-1928,Team Pursuit 4000m men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19204,Fencing,amsterdam-1928,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19209,Fencing,amsterdam-1928,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giulio-gaudini,Giulio GAUDINI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19215,Fencing,amsterdam-1928,sabre individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bino-bini,Bino BINI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19217,Fencing,amsterdam-1928,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19219,Fencing,amsterdam-1928,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19242,Rowing,amsterdam-1928,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19243,Rowing,amsterdam-1928,four-oared shell with coxswain men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19266,Boxing,amsterdam-1928,508kg flyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/carlo-cavagnoli,Carlo CAVAGNOLI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19270,Boxing,amsterdam-1928,5715  6124kg lightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/carlo-orlandi,Carlo ORLANDI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19273,Boxing,amsterdam-1928,6668  7257kg middleweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/piero-toscani,Piero TOSCANI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19276,Boxing,amsterdam-1928,508  5352kg bantamweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/vittorio-tamagnini,Vittorio TAMAGNINI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19310,Gymnastics Artistic,amsterdam-1928,team competition women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19313,Gymnastics Artistic,amsterdam-1928,horizontal bar men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/romeo-neri,Romeo NERI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19322,Weightlifting,amsterdam-1928,60kg featherweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/pierino-gabetti,Pierino GABETTI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19328,Weightlifting,amsterdam-1928,67.5-75kg middleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/carlo-galimberti,Carlo GALIMBERTI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19341,Wrestling,amsterdam-1928,"Featherweight, Greco-Roman (≤60 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gerolamo-quaglia,Gerolamo QUAGLIA,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19350,Wrestling,amsterdam-1928,"Bantamweight, Greco-Roman (≤58 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanni-gozzi,Giovanni GOZZI,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
19425,Fencing,paris-1924,sabre team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19433,Fencing,paris-1924,épée team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19493,Tennis,paris-1924,Singles men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/umberto-de-morpurgo,Umberto DE MORPURGO,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19498,Athletics,paris-1924,marathon men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/romeo-bertini,Romeo BERTINI,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19527,Athletics,paris-1924,10000m walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ugo-frigerio,Ugo FRIGERIO,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19614,Cycling Track,paris-1924,Team Pursuit 4000m men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19639,Gymnastics Artistic,paris-1924,rings men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/francesco-martino,Francesco MARTINO,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19642,Gymnastics Artistic,paris-1924,team competition men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19650,Gymnastics Artistic,paris-1924,parallel bars men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giorgio-zampori,Giorgio ZAMPORI,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19681,Weightlifting,paris-1924,60kg onetwo hand 5 events featherweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/pierino-gabetti,Pierino GABETTI,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19687,Weightlifting,paris-1924,825kg onetwo hand 5 events heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giuseppe-tonani,Giuseppe TONANI,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19690,Weightlifting,paris-1924,675  75kg onetwo hand 5 events middleweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/carlo-galimberti,Carlo GALIMBERTI,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19742,Equestrian Jumping,paris-1924,individual mixed,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tommaso-lequio-di-assaba,Tommaso LEQUIO DI ASSABA,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19749,Equestrian Eventing,paris-1924,team mixed,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19787,Rowing,paris-1924,four-oared shell with coxswain men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19806,Rowing,paris-1924,eight with coxswain 8 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,paris-1924,1924-07-27T19:00:00Z,1924-05-04T07:00:00Z,France,Paris 1924,Summer,1924
19882,Boxing,antwerp-1920,5352  5715kg featherweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/edoardo-garzena,Edoardo GARZENA,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19898,Equestrian Jumping,antwerp-1920,individual mixed,Men,GOLD,Athlete,,https://olympics.com/en/athletes/tommaso-lequio-di-assaba,Tommaso LEQUIO DI ASSABA,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19899,Equestrian Jumping,antwerp-1920,individual mixed,Men,SILVER,Athlete,,https://olympics.com/en/athletes/alessandro-valerio,Alessandro VALERIO,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19903,Equestrian Jumping,antwerp-1920,team mixed,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19941,Weightlifting,antwerp-1920,675  75kg onetwo hand 3 events middleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/pietro-ubaldo-bianchi,Pietro Ubaldo BIANCHI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19949,Weightlifting,antwerp-1920,825kg onetwo hand 3 events heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/filippo-bottino,Filippo BOTTINO,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19958,Gymnastics Artistic,antwerp-1920,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giorgio-zampori,Giorgio ZAMPORI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
19963,Gymnastics Artistic,antwerp-1920,team competition men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20016,Athletics,antwerp-1920,marathon men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/valerio-arri,Valerio ARRI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20029,Athletics,antwerp-1920,10000m walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ugo-frigerio,Ugo FRIGERIO,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20035,Athletics,antwerp-1920,3000m walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ugo-frigerio,Ugo FRIGERIO,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20040,Athletics,antwerp-1920,3000m steeplechase men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ernesto-ambrosini,Ernesto AMBROSINI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20088,Fencing,antwerp-1920,sabre individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nedo-nadi,Nedo NADI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20089,Fencing,antwerp-1920,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/aldo-nadi,Aldo NADI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20091,Fencing,antwerp-1920,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nedo-nadi,Nedo NADI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20097,Fencing,antwerp-1920,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20100,Fencing,antwerp-1920,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20103,Fencing,antwerp-1920,sabre team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20108,Equestrian Eventing,antwerp-1920,individual mixed,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ettore-caffaratti,Ettore CAFFARATTI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20110,Equestrian Eventing,antwerp-1920,team mixed,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20114,Rowing,antwerp-1920,double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/erminio-dones,Erminio DONES,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20115,Rowing,antwerp-1920,double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/pietro-annoni,Pietro ANNONI,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20121,Rowing,antwerp-1920,pair-oared shell with coxswain men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20242,Cycling Track,antwerp-1920,Team Pursuit 4000m men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,antwerp-1920,1920-09-12T19:00:00Z,1920-04-20T07:00:00Z,Belgium,Antwerp 1920,Summer,1920
20406,Athletics,stockholm-1912,10000m walk men,Men,BRONZE,Athlete,,,Nando Altimani,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20572,Gymnastics Artistic,stockholm-1912,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/g-alberto-braglia,G. Alberto BRAGLIA,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20574,Gymnastics Artistic,stockholm-1912,individual all-round men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/serafino-mazzarochi,Serafino MAZZAROCHI,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20575,Gymnastics Artistic,stockholm-1912,team competition men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20598,Fencing,stockholm-1912,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nedo-nadi,Nedo NADI,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20599,Fencing,stockholm-1912,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/pietro-speciale,Pietro SPECIALE,Italy,IT,ITA,stockholm-1912,1912-07-27T20:00:00Z,1912-05-05T08:00:00Z,Sweden,Stockholm 1912,Summer,1912
20653,Fencing,london-1908,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1908,1908-10-31T20:09:00Z,1908-04-27T08:00:00Z,Great Britain,London 1908,Summer,1908
20661,Wrestling,london-1908,"Lightweight, Greco-Roman (≤66.6 kilograms) Men",Men,GOLD,Athlete,,https://olympics.com/en/athletes/enrico-porro,Enrico PORRO,Italy,IT,ITA,london-1908,1908-10-31T20:09:00Z,1908-04-27T08:00:00Z,Great Britain,London 1908,Summer,1908
20898,Athletics,london-1908,800m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/emilio-lunghi,Emilio LUNGHI,Italy,IT,ITA,london-1908,1908-10-31T20:09:00Z,1908-04-27T08:00:00Z,Great Britain,London 1908,Summer,1908
20906,Gymnastics Artistic,london-1908,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/g-alberto-braglia,G. Alberto BRAGLIA,Italy,IT,ITA,london-1908,1908-10-31T20:09:00Z,1908-04-27T08:00:00Z,Great Britain,London 1908,Summer,1908
21294,Fencing,paris-1900,sabre masters men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/antonio-conte,Antonio CONTE,Italy,IT,ITA,paris-1900,1900-10-28T19:50:39Z,1900-05-14T08:50:39Z,France,Paris 1900,Summer,1900
21295,Fencing,paris-1900,sabre masters men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/italo-santelli,Italo SANTELLI,Italy,IT,ITA,paris-1900,1900-10-28T19:50:39Z,1900-05-14T08:50:39Z,France,Paris 1900,Summer,1900
21306,Cycling Track,paris-1900,Course De Primes Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/enrico-brusoni,Enrico BRUSONI,Italy,IT,ITA,paris-1900,1900-10-28T19:50:39Z,1900-05-14T08:50:39Z,France,Paris 1900,Summer,1900
21488,Equestrian Jumping,paris-1900,individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/gian-giorgio-trissino,Gian Giorgio TRISSINO,Italy,IT,ITA,paris-1900,1900-10-28T19:50:39Z,1900-05-14T08:50:39Z,France,Paris 1900,Summer,1900
21490,Equestrian Jumping,paris-1900,high jump mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/gian-giorgio-trissino,Gian Giorgio TRISSINO,Italy,IT,ITA,paris-1900,1900-10-28T19:50:39Z,1900-05-14T08:50:39Z,France,Paris 1900,Summer,1900
